test1,test2,test3,mean,std
71.052,70.61,70.532,70.73133333333334,0.2804306212476381
71.044,71.1,70.334,70.826,0.4270035128661077
71.002,70.86,70.972,70.94466666666666,0.07484205591332294
70.844,70.762,71.048,70.88466666666666,0.14727298915053574
70.724,70.674,70.938,70.77866666666667,0.14023313921228756
